delivery_date,market_area,hours,Low (€/MWh),High (€/MWh),Last (€/MWh),Weight Avg (€/MWh),Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),period_start
2026-07-09,NO1,12:30 - 12:45,46.8,46.8,46.8,46.8,0.0,0.0,0.0,2026-07-09T12:30:00
2026-07-09,NO1,12:45 - 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T12:45:00
2026-07-09,NO1,13:00 - 13:15,33.3,33.3,33.3,33.3,0.0,0.0,0.0,2026-07-09T13:00:00
2026-07-09,NO1,13:15 - 13:30,10.0,10.0,10.0,10.0,2.5,2.5,2.5,2026-07-09T13:15:00
2026-07-09,NO1,13:30 - 13:45,5.0,33.3,5.0,14.76,3.6,3.6,3.6,2026-07-09T13:30:00
2026-07-09,NO1,13:45 - 14:00,-1.0,0.0,-1.0,-0.14,2.5,2.5,2.5,2026-07-09T13:45:00
2026-07-09,NO1,14:00 - 14:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T14:00:00
2026-07-09,NO1,14:15 - 14:30,26.5,28.7,26.5,28.33,1.0,1.0,1.0,2026-07-09T14:15:00
2026-07-09,NO1,14:30 - 14:45,24.0,27.0,26.0,25.02,1.0,1.0,1.0,2026-07-09T14:30:00
2026-07-09,NO1,14:45 - 15:00,29.4,34.0,29.4,31.39,1.8,1.8,1.8,2026-07-09T14:45:00
2026-07-09,NO1,15:00 - 15:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T15:00:00
2026-07-09,NO1,15:15 - 15:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T15:15:00
2026-07-09,NO1,15:30 - 15:45,39.0,39.0,39.0,39.0,0.4,0.4,0.4,2026-07-09T15:30:00
2026-07-09,NO1,15:45 - 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T15:45:00
2026-07-09,NO1,16:00 - 16:15,-43.0,-43.0,-43.0,-43.0,0.8,0.8,0.8,2026-07-09T16:00:00
2026-07-09,NO1,16:15 - 16:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T16:15:00
2026-07-09,NO1,16:30 - 16:45,156.0,156.0,156.0,156.0,2.5,2.5,2.5,2026-07-09T16:30:00
2026-07-09,NO1,16:45 - 17:00,113.0,156.0,156.0,134.5,10.0,10.0,10.0,2026-07-09T16:45:00
2026-07-09,NO1,17:00 - 17:15,95.84,95.84,95.84,95.84,0.3,0.3,0.3,2026-07-09T17:00:00
2026-07-09,NO1,17:15 - 17:30,95.84,95.84,95.84,95.84,0.1,0.1,0.1,2026-07-09T17:15:00
2026-07-09,NO1,17:30 - 17:45,133.84,142.86,133.84,142.43,2.6,2.6,2.6,2026-07-09T17:30:00
2026-07-09,NO1,17:45 - 18:00,119.8,175.9,119.8,154.58,13.7,13.7,13.7,2026-07-09T17:45:00
2026-07-09,NO1,18:00 - 18:15,204.06,228.06,204.06,213.48,4.8,4.8,4.8,2026-07-09T18:00:00
2026-07-09,NO1,18:15 - 18:30,-114.94,192.06,178.06,175.39,3.2,3.2,3.2,2026-07-09T18:15:00
