delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (£/MWh),period_start
2026-07-11,GB,00 - 01,4572.3,4572.3,4572.3,126.15,2026-07-11T00:00:00
2026-07-11,GB,01 - 02,4411.2,4411.2,4411.2,123.57,2026-07-11T01:00:00
2026-07-11,GB,02 - 03,4185.7,4185.7,4185.7,117.3,2026-07-11T02:00:00
2026-07-11,GB,03 - 04,4146.0,4146.0,4146.0,113.53,2026-07-11T03:00:00
2026-07-11,GB,04 - 05,4153.0,4153.0,4153.0,113.0,2026-07-11T04:00:00
2026-07-11,GB,05 - 06,3879.0,3879.0,3879.0,112.37,2026-07-11T05:00:00
2026-07-11,GB,06 - 07,3631.3,3631.3,3631.3,110.84,2026-07-11T06:00:00
2026-07-11,GB,07 - 08,3679.9,3679.9,3679.9,107.24,2026-07-11T07:00:00
2026-07-11,GB,08 - 09,3834.4,3834.4,3834.4,108.92,2026-07-11T08:00:00
2026-07-11,GB,09 - 10,4029.8,4029.8,4029.8,107.07,2026-07-11T09:00:00
2026-07-11,GB,10 - 11,3809.3,3809.3,3809.3,104.92,2026-07-11T10:00:00
2026-07-11,GB,11 - 12,3675.2,3675.2,3675.2,97.57,2026-07-11T11:00:00
2026-07-11,GB,12 - 13,3874.5,3874.5,3874.5,88.25,2026-07-11T12:00:00
2026-07-11,GB,13 - 14,3997.1,3997.1,3997.1,79.4,2026-07-11T13:00:00
2026-07-11,GB,14 - 15,3924.2,3924.1,3924.2,78.03,2026-07-11T14:00:00
2026-07-11,GB,15 - 16,4264.0,4264.0,4264.0,76.54,2026-07-11T15:00:00
2026-07-11,GB,16 - 17,4190.1,4190.1,4190.1,76.0,2026-07-11T16:00:00
2026-07-11,GB,17 - 18,3722.5,3722.5,3722.5,89.74,2026-07-11T17:00:00
2026-07-11,GB,18 - 19,4121.5,4121.5,4121.5,106.24,2026-07-11T18:00:00
2026-07-11,GB,19 - 20,4580.1,4580.1,4580.1,120.02,2026-07-11T19:00:00
2026-07-11,GB,20 - 21,4617.8,4617.8,4617.8,128.47,2026-07-11T20:00:00
2026-07-11,GB,21 - 22,4700.3,4700.3,4700.3,129.1,2026-07-11T21:00:00
2026-07-11,GB,22 - 23,4542.0,4542.0,4542.0,130.33,2026-07-11T22:00:00
2026-07-11,GB,23 - 24,4307.1,4307.1,4307.1,122.1,2026-07-11T23:00:00
