delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (£/MWh),period_start
2026-07-08,GB,00:00 - 00:30,574.1,574.1,574.1,114.45,2026-07-08T00:00:00
2026-07-08,GB,00:30 - 01:00,484.7,484.7,484.7,114.93,2026-07-08T00:30:00
2026-07-08,GB,01:00 - 01:30,452.5,452.5,452.5,114.0,2026-07-08T01:00:00
2026-07-08,GB,01:30 - 02:00,440.1,440.1,440.1,114.0,2026-07-08T01:30:00
2026-07-08,GB,02:00 - 02:30,515.3,515.3,515.3,102.75,2026-07-08T02:00:00
2026-07-08,GB,02:30 - 03:00,435.3,435.3,435.3,107.25,2026-07-08T02:30:00
2026-07-08,GB,03:00 - 03:30,528.6,528.6,528.6,108.08,2026-07-08T03:00:00
2026-07-08,GB,03:30 - 04:00,509.9,509.9,509.9,100.08,2026-07-08T03:30:00
2026-07-08,GB,04:00 - 04:30,515.4,515.4,515.4,96.1,2026-07-08T04:00:00
2026-07-08,GB,04:30 - 05:00,611.3,611.3,611.3,99.0,2026-07-08T04:30:00
2026-07-08,GB,05:00 - 05:30,609.8,609.8,609.8,96.0,2026-07-08T05:00:00
2026-07-08,GB,05:30 - 06:00,589.1,589.1,589.1,96.8,2026-07-08T05:30:00
2026-07-08,GB,06:00 - 06:30,572.8,572.8,572.8,100.59,2026-07-08T06:00:00
2026-07-08,GB,06:30 - 07:00,558.3,558.3,558.3,102.9,2026-07-08T06:30:00
2026-07-08,GB,07:00 - 07:30,485.2,485.2,485.2,114.62,2026-07-08T07:00:00
2026-07-08,GB,07:30 - 08:00,660.1,660.1,660.1,121.0,2026-07-08T07:30:00
2026-07-08,GB,08:00 - 08:30,576.8,576.8,576.8,115.0,2026-07-08T08:00:00
2026-07-08,GB,08:30 - 09:00,632.8,632.8,632.8,116.0,2026-07-08T08:30:00
2026-07-08,GB,09:00 - 09:30,469.0,469.0,469.0,114.99,2026-07-08T09:00:00
2026-07-08,GB,09:30 - 10:00,493.4,493.4,493.4,109.01,2026-07-08T09:30:00
2026-07-08,GB,10:00 - 10:30,555.8,555.8,555.8,111.19,2026-07-08T10:00:00
2026-07-08,GB,10:30 - 11:00,534.8,534.8,534.8,99.01,2026-07-08T10:30:00
2026-07-08,GB,11:00 - 11:30,662.3,662.3,662.3,97.8,2026-07-08T11:00:00
2026-07-08,GB,11:30 - 12:00,661.6,661.6,661.6,95.74,2026-07-08T11:30:00
2026-07-08,GB,12:00 - 12:30,676.4,676.4,676.4,92.0,2026-07-08T12:00:00
2026-07-08,GB,12:30 - 13:00,701.1,701.1,701.1,89.79,2026-07-08T12:30:00
2026-07-08,GB,13:00 - 13:30,614.4,614.4,614.4,92.69,2026-07-08T13:00:00
2026-07-08,GB,13:30 - 14:00,641.5,641.5,641.5,92.8,2026-07-08T13:30:00
2026-07-08,GB,14:00 - 14:30,669.5,669.5,669.5,95.74,2026-07-08T14:00:00
2026-07-08,GB,14:30 - 15:00,696.2,696.2,696.2,93.97,2026-07-08T14:30:00
2026-07-08,GB,15:00 - 15:30,695.5,695.5,695.5,92.76,2026-07-08T15:00:00
2026-07-08,GB,15:30 - 16:00,706.9,706.9,706.9,92.76,2026-07-08T15:30:00
2026-07-08,GB,16:00 - 16:30,830.1,830.1,830.1,86.5,2026-07-08T16:00:00
2026-07-08,GB,16:30 - 17:00,694.2,694.2,694.2,93.78,2026-07-08T16:30:00
2026-07-08,GB,17:00 - 17:30,672.6,672.6,672.6,101.98,2026-07-08T17:00:00
2026-07-08,GB,17:30 - 18:00,776.8,776.8,776.8,101.0,2026-07-08T17:30:00
2026-07-08,GB,18:00 - 18:30,754.4,754.4,754.4,99.79,2026-07-08T18:00:00
2026-07-08,GB,18:30 - 19:00,794.6,794.6,794.6,113.43,2026-07-08T18:30:00
2026-07-08,GB,19:00 - 19:30,816.2,816.2,816.2,117.0,2026-07-08T19:00:00
2026-07-08,GB,19:30 - 20:00,798.8,798.8,798.8,131.78,2026-07-08T19:30:00
2026-07-08,GB,20:00 - 20:30,834.8,834.8,834.8,142.0,2026-07-08T20:00:00
2026-07-08,GB,20:30 - 21:00,850.8,850.8,850.8,145.69,2026-07-08T20:30:00
2026-07-08,GB,21:00 - 21:30,750.9,750.9,750.9,153.41,2026-07-08T21:00:00
2026-07-08,GB,21:30 - 22:00,698.7,698.7,698.7,154.22,2026-07-08T21:30:00
2026-07-08,GB,22:00 - 22:30,651.4,651.4,651.4,151.39,2026-07-08T22:00:00
2026-07-08,GB,22:30 - 23:00,573.3,573.3,573.3,150.0,2026-07-08T22:30:00
2026-07-08,GB,23:00 - 23:30,730.0,730.0,730.0,143.0,2026-07-08T23:00:00
2026-07-08,GB,23:30 - 24:00,675.2,675.2,675.2,131.5,2026-07-08T23:30:00
