delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (£/MWh),period_start
2026-07-13,GB,00 - 01,3730.1,3730.1,3730.1,108.9,2026-07-13T00:00:00
2026-07-13,GB,01 - 02,3763.1,3763.1,3763.1,107.6,2026-07-13T01:00:00
2026-07-13,GB,02 - 03,3830.0,3830.0,3830.0,104.5,2026-07-13T02:00:00
2026-07-13,GB,03 - 04,3714.4,3714.4,3714.4,101.5,2026-07-13T03:00:00
2026-07-13,GB,04 - 05,3769.6,3769.6,3769.6,99.48,2026-07-13T04:00:00
2026-07-13,GB,05 - 06,3608.6,3608.6,3608.6,102.7,2026-07-13T05:00:00
2026-07-13,GB,06 - 07,4007.0,4007.0,4007.0,110.5,2026-07-13T06:00:00
2026-07-13,GB,07 - 08,3816.3,3816.3,3816.3,114.6,2026-07-13T07:00:00
2026-07-13,GB,08 - 09,5182.0,5182.0,5182.0,122.72,2026-07-13T08:00:00
2026-07-13,GB,09 - 10,5913.2,5913.2,5913.2,116.4,2026-07-13T09:00:00
2026-07-13,GB,10 - 11,5824.7,5824.7,5824.7,112.0,2026-07-13T10:00:00
2026-07-13,GB,11 - 12,5851.7,5851.7,5851.7,95.58,2026-07-13T11:00:00
2026-07-13,GB,12 - 13,6159.3,6159.3,6159.3,80.0,2026-07-13T12:00:00
2026-07-13,GB,13 - 14,6167.3,6167.3,6167.3,72.8,2026-07-13T13:00:00
2026-07-13,GB,14 - 15,6466.6,6466.6,6466.6,68.38,2026-07-13T14:00:00
2026-07-13,GB,15 - 16,6227.7,6227.7,6227.7,68.12,2026-07-13T15:00:00
2026-07-13,GB,16 - 17,5148.5,5148.5,5148.5,77.8,2026-07-13T16:00:00
2026-07-13,GB,17 - 18,4565.2,4565.2,4565.2,96.18,2026-07-13T17:00:00
2026-07-13,GB,18 - 19,5917.3,5917.3,5917.3,110.0,2026-07-13T18:00:00
2026-07-13,GB,19 - 20,6914.2,6914.2,6914.2,130.63,2026-07-13T19:00:00
2026-07-13,GB,20 - 21,7097.7,7097.7,7097.7,135.82,2026-07-13T20:00:00
2026-07-13,GB,21 - 22,6836.6,6836.6,6836.6,135.65,2026-07-13T21:00:00
2026-07-13,GB,22 - 23,5977.0,5977.0,5977.0,130.5,2026-07-13T22:00:00
2026-07-13,GB,23 - 24,5627.1,5627.1,5627.1,118.03,2026-07-13T23:00:00
