delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-11,NO5,00:00 - 00:15,273.8,49.2,273.8,106.69,2026-07-11T00:00:00
2026-07-11,NO5,00:15 - 00:30,273.5,49.1,273.5,106.69,2026-07-11T00:15:00
2026-07-11,NO5,00:30 - 00:45,273.7,48.9,273.7,106.16,2026-07-11T00:30:00
2026-07-11,NO5,00:45 - 01:00,273.7,48.0,273.7,105.03,2026-07-11T00:45:00
2026-07-11,NO5,01:00 - 01:15,271.9,37.8,271.9,105.54,2026-07-11T01:00:00
2026-07-11,NO5,01:15 - 01:30,271.9,36.6,271.9,105.52,2026-07-11T01:15:00
2026-07-11,NO5,01:30 - 01:45,271.8,35.9,271.8,105.41,2026-07-11T01:30:00
2026-07-11,NO5,01:45 - 02:00,271.8,34.3,271.8,104.96,2026-07-11T01:45:00
2026-07-11,NO5,02:00 - 02:15,306.6,32.8,306.6,104.53,2026-07-11T02:00:00
2026-07-11,NO5,02:15 - 02:30,306.6,31.5,306.6,104.01,2026-07-11T02:15:00
2026-07-11,NO5,02:30 - 02:45,306.5,30.2,306.5,103.97,2026-07-11T02:30:00
2026-07-11,NO5,02:45 - 03:00,306.4,28.8,306.4,103.96,2026-07-11T02:45:00
2026-07-11,NO5,03:00 - 03:15,303.3,28.7,303.3,103.96,2026-07-11T03:00:00
2026-07-11,NO5,03:15 - 03:30,303.3,28.2,303.3,103.8,2026-07-11T03:15:00
2026-07-11,NO5,03:30 - 03:45,303.2,27.8,303.2,103.64,2026-07-11T03:30:00
2026-07-11,NO5,03:45 - 04:00,303.1,27.3,303.1,103.43,2026-07-11T03:45:00
2026-07-11,NO5,04:00 - 04:15,306.8,23.8,306.8,103.85,2026-07-11T04:00:00
2026-07-11,NO5,04:15 - 04:30,306.7,22.4,306.7,103.78,2026-07-11T04:15:00
2026-07-11,NO5,04:30 - 04:45,306.6,21.6,306.6,103.15,2026-07-11T04:30:00
2026-07-11,NO5,04:45 - 05:00,306.5,21.0,306.5,103.19,2026-07-11T04:45:00
2026-07-11,NO5,05:00 - 05:15,305.2,25.1,305.2,102.95,2026-07-11T05:00:00
2026-07-11,NO5,05:15 - 05:30,305.1,24.4,305.1,102.68,2026-07-11T05:15:00
2026-07-11,NO5,05:30 - 05:45,304.9,23.4,304.9,102.62,2026-07-11T05:30:00
2026-07-11,NO5,05:45 - 06:00,304.8,22.6,304.8,102.62,2026-07-11T05:45:00
2026-07-11,NO5,06:00 - 06:15,308.9,15.1,308.9,102.54,2026-07-11T06:00:00
2026-07-11,NO5,06:15 - 06:30,308.7,14.9,308.7,101.89,2026-07-11T06:15:00
2026-07-11,NO5,06:30 - 06:45,308.6,14.4,308.6,101.42,2026-07-11T06:30:00
2026-07-11,NO5,06:45 - 07:00,308.5,13.1,308.5,100.3,2026-07-11T06:45:00
2026-07-11,NO5,07:00 - 07:15,337.2,13.2,337.2,100.72,2026-07-11T07:00:00
2026-07-11,NO5,07:15 - 07:30,337.1,12.6,337.1,100.33,2026-07-11T07:15:00
2026-07-11,NO5,07:30 - 07:45,337.1,12.2,337.1,100.09,2026-07-11T07:30:00
2026-07-11,NO5,07:45 - 08:00,336.9,11.6,336.9,100.11,2026-07-11T07:45:00
2026-07-11,NO5,08:00 - 08:15,323.9,15.2,323.9,103.11,2026-07-11T08:00:00
2026-07-11,NO5,08:15 - 08:30,324.0,15.6,324.0,102.35,2026-07-11T08:15:00
2026-07-11,NO5,08:30 - 08:45,324.2,16.2,324.2,101.24,2026-07-11T08:30:00
2026-07-11,NO5,08:45 - 09:00,324.4,16.1,324.4,100.48,2026-07-11T08:45:00
2026-07-11,NO5,09:00 - 09:15,324.9,18.2,324.9,96.92,2026-07-11T09:00:00
2026-07-11,NO5,09:15 - 09:30,325.3,18.8,325.3,90.71,2026-07-11T09:15:00
2026-07-11,NO5,09:30 - 09:45,325.6,19.5,325.6,82.09,2026-07-11T09:30:00
2026-07-11,NO5,09:45 - 10:00,326.5,19.9,326.5,76.2,2026-07-11T09:45:00
2026-07-11,NO5,10:00 - 10:15,358.8,18.7,358.8,72.65,2026-07-11T10:00:00
2026-07-11,NO5,10:15 - 10:30,359.2,19.4,359.2,74.19,2026-07-11T10:15:00
2026-07-11,NO5,10:30 - 10:45,359.0,15.7,359.0,74.7,2026-07-11T10:30:00
2026-07-11,NO5,10:45 - 11:00,358.9,15.3,358.9,75.09,2026-07-11T10:45:00
2026-07-11,NO5,11:00 - 11:15,326.3,15.4,326.3,76.18,2026-07-11T11:00:00
2026-07-11,NO5,11:15 - 11:30,326.2,13.9,326.2,76.38,2026-07-11T11:15:00
2026-07-11,NO5,11:30 - 11:45,325.7,14.0,325.7,76.36,2026-07-11T11:30:00
2026-07-11,NO5,11:45 - 12:00,325.7,14.7,325.7,76.49,2026-07-11T11:45:00
2026-07-11,NO5,12:00 - 12:15,305.0,19.7,305.0,78.28,2026-07-11T12:00:00
2026-07-11,NO5,12:15 - 12:30,305.0,20.0,305.0,77.77,2026-07-11T12:15:00
2026-07-11,NO5,12:30 - 12:45,304.1,21.4,304.1,77.75,2026-07-11T12:30:00
2026-07-11,NO5,12:45 - 13:00,303.3,22.2,303.3,77.54,2026-07-11T12:45:00
2026-07-11,NO5,13:00 - 13:15,299.4,22.1,299.4,73.46,2026-07-11T13:00:00
2026-07-11,NO5,13:15 - 13:30,299.0,23.1,299.0,73.44,2026-07-11T13:15:00
2026-07-11,NO5,13:30 - 13:45,298.5,24.4,298.5,73.46,2026-07-11T13:30:00
2026-07-11,NO5,13:45 - 14:00,298.1,25.6,298.1,73.31,2026-07-11T13:45:00
2026-07-11,NO5,14:00 - 14:15,301.7,25.4,301.7,71.96,2026-07-11T14:00:00
2026-07-11,NO5,14:15 - 14:30,301.4,26.6,301.4,72.03,2026-07-11T14:15:00
2026-07-11,NO5,14:30 - 14:45,301.1,27.2,301.1,71.92,2026-07-11T14:30:00
