delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-12,CH,00 - 01,0.3,0.3,0.3,136.67,2026-07-12T00:00:00
2026-07-12,CH,01 - 02,0.3,0.3,0.3,127.33,2026-07-12T01:00:00
2026-07-12,CH,02 - 03,0.2,0.2,0.2,122.7,2026-07-12T02:00:00
2026-07-12,CH,03 - 04,0.0,0.0,0.0,126.28,2026-07-12T03:00:00
2026-07-12,CH,04 - 05,0.0,0.0,0.0,125.0,2026-07-12T04:00:00
2026-07-12,CH,05 - 06,0.2,0.2,0.2,125.1,2026-07-12T05:00:00
2026-07-12,CH,06 - 07,0.5,0.5,0.5,112.98,2026-07-12T06:00:00
2026-07-12,CH,07 - 08,0.0,0.0,0.0,100.42,2026-07-12T07:00:00
2026-07-12,CH,08 - 09,0.0,0.0,0.0,66.75,2026-07-12T08:00:00
2026-07-12,CH,09 - 10,0.0,0.0,0.0,13.98,2026-07-12T09:00:00
2026-07-12,CH,10 - 11,0.3,0.3,0.3,13.16,2026-07-12T10:00:00
2026-07-12,CH,11 - 12,0.0,0.0,0.0,3.61,2026-07-12T11:00:00
2026-07-12,CH,12 - 13,0.2,0.2,0.2,11.15,2026-07-12T12:00:00
2026-07-12,CH,13 - 14,0.5,0.5,0.5,8.31,2026-07-12T13:00:00
2026-07-12,CH,14 - 15,0.3,0.3,0.3,6.73,2026-07-12T14:00:00
2026-07-12,CH,15 - 16,0.0,0.0,0.0,-3.5,2026-07-12T15:00:00
2026-07-12,CH,16 - 17,0.0,0.0,0.0,19.64,2026-07-12T16:00:00
2026-07-12,CH,17 - 18,0.0,0.0,0.0,63.44,2026-07-12T17:00:00
2026-07-12,CH,18 - 19,0.0,0.0,0.0,117.0,2026-07-12T18:00:00
2026-07-12,CH,19 - 20,0.4,0.4,0.4,141.01,2026-07-12T19:00:00
2026-07-12,CH,20 - 21,0.0,0.0,0.0,146.07,2026-07-12T20:00:00
2026-07-12,CH,21 - 22,0.0,0.0,0.0,148.71,2026-07-12T21:00:00
2026-07-12,CH,22 - 23,0.0,0.0,0.0,148.61,2026-07-12T22:00:00
2026-07-12,CH,23 - 24,0.0,0.0,0.0,141.0,2026-07-12T23:00:00
