delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-09,DK1,00 - 01,2330.5,1715.5,2330.5,135.78,2026-07-09T00:00:00
2026-07-09,DK1,01 - 02,2146.0,1536.0,2146.0,132.15,2026-07-09T01:00:00
2026-07-09,DK1,02 - 03,1925.3,1392.0,1925.3,127.32,2026-07-09T02:00:00
2026-07-09,DK1,03 - 04,1914.6,1093.8,1914.6,124.56,2026-07-09T03:00:00
2026-07-09,DK1,04 - 05,1531.3,1008.7,1531.3,124.93,2026-07-09T04:00:00
2026-07-09,DK1,05 - 06,1471.9,1037.4,1471.9,133.89,2026-07-09T05:00:00
2026-07-09,DK1,06 - 07,1603.8,1712.0,1712.0,145.11,2026-07-09T06:00:00
2026-07-09,DK1,07 - 08,1828.2,1721.2,1828.2,147.26,2026-07-09T07:00:00
2026-07-09,DK1,08 - 09,2586.3,1521.3,2586.3,138.36,2026-07-09T08:00:00
2026-07-09,DK1,09 - 10,2626.2,1835.3,2626.2,119.0,2026-07-09T09:00:00
2026-07-09,DK1,10 - 11,2813.1,2245.7,2813.1,102.08,2026-07-09T10:00:00
2026-07-09,DK1,11 - 12,2902.3,2496.0,2902.3,90.39,2026-07-09T11:00:00
2026-07-09,DK1,12 - 13,2762.8,2495.0,2762.8,70.07,2026-07-09T12:00:00
2026-07-09,DK1,13 - 14,2975.2,2415.7,2975.2,45.88,2026-07-09T13:00:00
2026-07-09,DK1,14 - 15,2859.8,2472.0,2859.8,38.72,2026-07-09T14:00:00
2026-07-09,DK1,15 - 16,2779.9,2573.2,2779.9,53.54,2026-07-09T15:00:00
2026-07-09,DK1,16 - 17,2724.1,2591.1,2724.1,83.98,2026-07-09T16:00:00
2026-07-09,DK1,17 - 18,2566.1,2055.0,2566.1,108.99,2026-07-09T17:00:00
2026-07-09,DK1,18 - 19,1881.7,1759.5,1881.7,131.07,2026-07-09T18:00:00
2026-07-09,DK1,19 - 20,2066.1,1454.3,2066.1,167.17,2026-07-09T19:00:00
2026-07-09,DK1,20 - 21,1812.3,1727.4,1812.3,214.79,2026-07-09T20:00:00
2026-07-09,DK1,21 - 22,1963.2,1442.0,1963.2,217.88,2026-07-09T21:00:00
2026-07-09,DK1,22 - 23,2132.1,1152.7,2132.1,185.18,2026-07-09T22:00:00
2026-07-09,DK1,23 - 24,1994.0,808.9,1994.0,163.47,2026-07-09T23:00:00
