delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (£/MWh),period_start
2026-07-11,GB,12:00 - 12:30,67.8,126.6,126.6,96.0,2026-07-11T12:00:00
2026-07-11,GB,12:30 - 13:00,59.7,150.3,150.3,97.73,2026-07-11T12:30:00
2026-07-11,GB,13:00 - 13:30,52.8,172.1,172.1,94.0,2026-07-11T13:00:00
2026-07-11,GB,13:30 - 14:00,52.0,192.8,192.8,90.0,2026-07-11T13:30:00
2026-07-11,GB,14:00 - 14:30,56.5,195.7,195.7,91.09,2026-07-11T14:00:00
2026-07-11,GB,14:30 - 15:00,71.9,221.6,221.6,90.0,2026-07-11T14:30:00
2026-07-11,GB,15:00 - 15:30,60.7,241.3,241.3,85.31,2026-07-11T15:00:00
2026-07-11,GB,15:30 - 16:00,79.0,244.2,244.2,88.0,2026-07-11T15:30:00
2026-07-11,GB,16:00 - 16:30,119.2,305.8,305.8,85.93,2026-07-11T16:00:00
2026-07-11,GB,16:30 - 17:00,105.1,253.2,253.2,90.99,2026-07-11T16:30:00
2026-07-11,GB,17:00 - 17:30,98.9,189.2,189.2,94.89,2026-07-11T17:00:00
2026-07-11,GB,17:30 - 18:00,100.6,163.9,163.9,103.69,2026-07-11T17:30:00
2026-07-11,GB,18:00 - 18:30,93.8,162.4,162.4,114.15,2026-07-11T18:00:00
2026-07-11,GB,18:30 - 19:00,103.5,166.5,166.5,112.0,2026-07-11T18:30:00
2026-07-11,GB,19:00 - 19:30,144.1,149.3,149.3,124.0,2026-07-11T19:00:00
2026-07-11,GB,19:30 - 20:00,163.5,151.0,163.5,124.32,2026-07-11T19:30:00
2026-07-11,GB,20:00 - 20:30,103.9,126.6,126.6,129.32,2026-07-11T20:00:00
2026-07-11,GB,20:30 - 21:00,92.9,113.3,113.3,129.78,2026-07-11T20:30:00
2026-07-11,GB,21:00 - 21:30,78.5,95.1,95.1,129.0,2026-07-11T21:00:00
2026-07-11,GB,21:30 - 22:00,73.6,85.5,85.5,129.0,2026-07-11T21:30:00
2026-07-11,GB,22:00 - 22:30,129.0,156.8,156.8,124.12,2026-07-11T22:00:00
2026-07-11,GB,22:30 - 23:00,144.0,162.0,162.0,123.0,2026-07-11T22:30:00
2026-07-11,GB,23:00 - 23:30,79.9,72.7,79.9,121.67,2026-07-11T23:00:00
2026-07-11,GB,23:30 - 24:00,64.4,71.7,71.7,116.31,2026-07-11T23:30:00
