delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-09,PL,00:00 - 00:15,8.6,229.6,229.6,143.16,2026-07-09T00:00:00
2026-07-09,PL,00:15 - 00:30,9.7,217.7,217.7,138.98,2026-07-09T00:15:00
2026-07-09,PL,00:30 - 00:45,10.9,213.1,213.1,131.61,2026-07-09T00:30:00
2026-07-09,PL,00:45 - 01:00,9.3,225.1,225.1,125.5,2026-07-09T00:45:00
2026-07-09,PL,01:00 - 01:15,5.2,250.2,250.2,136.5,2026-07-09T01:00:00
2026-07-09,PL,01:15 - 01:30,6.4,250.5,250.5,128.98,2026-07-09T01:15:00
2026-07-09,PL,01:30 - 01:45,5.3,253.4,253.4,127.85,2026-07-09T01:30:00
2026-07-09,PL,01:45 - 02:00,5.0,252.0,252.0,125.08,2026-07-09T01:45:00
2026-07-09,PL,02:00 - 02:15,4.5,274.6,274.6,125.53,2026-07-09T02:00:00
2026-07-09,PL,02:15 - 02:30,4.5,273.0,273.0,124.68,2026-07-09T02:15:00
2026-07-09,PL,02:30 - 02:45,3.3,282.9,282.9,125.07,2026-07-09T02:30:00
2026-07-09,PL,02:45 - 03:00,3.3,286.4,286.4,124.61,2026-07-09T02:45:00
2026-07-09,PL,03:00 - 03:15,3.8,269.4,269.4,125.08,2026-07-09T03:00:00
2026-07-09,PL,03:15 - 03:30,3.8,270.0,270.0,125.08,2026-07-09T03:15:00
2026-07-09,PL,03:30 - 03:45,3.8,267.2,267.2,124.61,2026-07-09T03:30:00
2026-07-09,PL,03:45 - 04:00,5.0,265.8,265.8,125.08,2026-07-09T03:45:00
2026-07-09,PL,04:00 - 04:15,3.8,253.5,253.5,122.11,2026-07-09T04:00:00
2026-07-09,PL,04:15 - 04:30,3.8,252.1,252.1,124.38,2026-07-09T04:15:00
2026-07-09,PL,04:30 - 04:45,3.8,253.3,253.3,125.08,2026-07-09T04:30:00
2026-07-09,PL,04:45 - 05:00,3.8,263.2,263.2,128.21,2026-07-09T04:45:00
2026-07-09,PL,05:00 - 05:15,6.0,244.7,244.7,125.85,2026-07-09T05:00:00
2026-07-09,PL,05:15 - 05:30,3.5,245.8,245.8,131.66,2026-07-09T05:15:00
