delivery_date,market_area,hours,Low (€/MWh),High (€/MWh),Last (€/MWh),Weight Avg (€/MWh),ID Full (€/MWh),ID1 (€/MWh),ID3 (€/MWh),Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),period_start
2026-07-08,AT,14:00 - 14:15,-22.0,22.72,-8.0,-10.94,-10.94,-12.53,-14.65,295.5,331.9,313.7,2026-07-08T14:00:00
2026-07-08,AT,14:15 - 14:30,-21.18,22.79,1.78,-10.62,-10.62,-9.33,-13.91,305.9,342.6,324.3,2026-07-08T14:15:00
2026-07-08,AT,14:30 - 14:45,-21.62,21.18,9.0,-8.43,-8.43,-1.1,-10.29,280.9,344.5,312.7,2026-07-08T14:30:00
2026-07-08,AT,14:45 - 15:00,-29.92,20.64,0.0,-7.71,-7.71,-2.71,-8.57,400.7,423.9,412.3,2026-07-08T14:45:00
2026-07-08,AT,15:00 - 15:15,-12.31,20.35,-2.0,-3.52,-3.52,-5.35,-6.66,314.7,294.8,304.8,2026-07-08T15:00:00
2026-07-08,AT,15:15 - 15:30,-10.5,11.97,10.0,-2.52,-2.52,-2.92,-4.56,380.2,353.3,366.8,2026-07-08T15:15:00
2026-07-08,AT,15:30 - 15:45,-12.29,24.01,-5.39,-5.29,-5.29,-4.03,-5.68,367.2,363.6,365.4,2026-07-08T15:30:00
2026-07-08,AT,15:45 - 16:00,-10.48,44.02,-0.54,-3.21,-3.21,0.81,-3.27,337.2,413.4,375.3,2026-07-08T15:45:00
2026-07-08,AT,16:00 - 16:15,-47.0,16.5,0.64,-5.18,-5.18,-12.55,-9.9,160.3,198.8,179.6,2026-07-08T16:00:00
2026-07-08,AT,16:15 - 16:30,-11.75,15.5,-2.54,-1.01,-1.01,-2.52,-2.15,169.0,209.8,189.4,2026-07-08T16:15:00
2026-07-08,AT,16:30 - 16:45,-10.0,27.09,3.25,-0.13,-0.13,-1.99,-1.33,180.5,216.8,198.7,2026-07-08T16:30:00
2026-07-08,AT,16:45 - 17:00,-13.5,64.35,-2.43,2.96,2.96,-1.55,0.82,303.0,299.5,301.3,2026-07-08T16:45:00
2026-07-08,AT,17:00 - 17:15,-5.4,50.1,50.1,0.21,0.21,1.66,0.03,186.9,238.8,212.9,2026-07-08T17:00:00
2026-07-08,AT,17:15 - 17:30,-1.77,135.32,135.32,25.66,25.66,50.08,24.46,259.6,268.0,263.8,2026-07-08T17:15:00
2026-07-08,AT,17:30 - 17:45,-4.39,170.0,164.99,53.65,53.65,122.2,64.25,349.8,285.7,317.8,2026-07-08T17:30:00
2026-07-08,AT,17:45 - 18:00,13.0,190.0,160.0,89.66,89.66,141.09,95.42,592.5,525.7,559.1,2026-07-08T17:45:00
2026-07-08,AT,18:00 - 18:15,35.81,161.45,107.66,67.39,67.39,115.86,73.34,523.1,409.5,466.3,2026-07-08T18:00:00
2026-07-08,AT,18:15 - 18:30,56.86,149.99,101.0,96.73,96.73,123.8,109.61,581.6,481.6,531.6,2026-07-08T18:15:00
2026-07-08,AT,18:30 - 18:45,76.9,175.0,145.97,117.93,117.93,144.9,127.33,516.4,473.5,495.0,2026-07-08T18:30:00
2026-07-08,AT,18:45 - 19:00,89.9,200.27,153.1,126.43,126.43,154.76,133.87,518.7,540.6,529.7,2026-07-08T18:45:00
2026-07-08,AT,19:00 - 19:15,66.96,131.45,109.73,97.97,97.97,115.79,107.77,393.7,316.1,354.9,2026-07-08T19:00:00
2026-07-08,AT,19:15 - 19:30,90.0,166.73,125.0,117.78,117.78,124.29,122.83,352.4,398.9,375.7,2026-07-08T19:15:00
2026-07-08,AT,19:30 - 19:45,105.27,195.72,116.32,137.42,137.42,140.64,140.25,299.4,344.4,321.9,2026-07-08T19:30:00
2026-07-08,AT,19:45 - 20:00,95.0,185.0,107.09,144.63,144.63,130.54,149.36,313.0,367.3,340.2,2026-07-08T19:45:00
2026-07-08,AT,20:00 - 20:15,68.06,145.86,94.5,122.47,122.47,113.59,124.45,192.2,238.8,215.5,2026-07-08T20:00:00
2026-07-08,AT,20:15 - 20:30,86.49,156.18,102.68,131.26,131.26,103.72,132.16,176.9,216.6,196.8,2026-07-08T20:15:00
2026-07-08,AT,20:30 - 20:45,60.07,195.0,112.99,139.54,139.54,108.92,135.52,198.8,184.0,191.4,2026-07-08T20:30:00
2026-07-08,AT,20:45 - 21:00,107.0,228.54,114.5,159.82,159.82,126.83,148.4,252.3,250.1,251.2,2026-07-08T20:45:00
2026-07-08,AT,21:00 - 21:15,70.9,171.19,130.84,135.31,135.31,130.73,135.49,150.1,194.6,172.4,2026-07-08T21:00:00
2026-07-08,AT,21:15 - 21:30,100.71,157.42,131.06,137.11,137.11,115.5,134.28,162.1,174.8,168.5,2026-07-08T21:15:00
2026-07-08,AT,21:30 - 21:45,104.39,171.24,148.38,146.36,146.36,132.06,142.02,200.9,163.9,182.4,2026-07-08T21:30:00
2026-07-08,AT,21:45 - 22:00,122.74,186.14,150.0,154.83,154.83,155.24,147.75,206.8,181.4,194.1,2026-07-08T21:45:00
2026-07-08,AT,22:00 - 22:15,138.0,197.78,184.99,156.14,156.14,172.46,157.68,152.9,158.3,155.6,2026-07-08T22:00:00
2026-07-08,AT,22:15 - 22:30,136.85,176.11,158.82,153.56,153.56,163.47,155.26,152.2,145.9,149.1,2026-07-08T22:15:00
2026-07-08,AT,22:30 - 22:45,136.23,194.69,162.31,155.83,155.83,168.26,160.13,156.0,160.9,158.5,2026-07-08T22:30:00
2026-07-08,AT,22:45 - 23:00,133.87,199.99,172.39,151.89,151.89,163.67,158.43,180.8,180.3,180.6,2026-07-08T22:45:00
2026-07-08,AT,23:00 - 23:15,112.22,191.07,163.81,149.26,149.26,146.77,149.44,119.3,98.5,108.9,2026-07-08T23:00:00
2026-07-08,AT,23:15 - 23:30,106.64,175.0,156.69,144.37,144.37,143.42,145.75,124.4,134.0,129.2,2026-07-08T23:15:00
2026-07-08,AT,23:30 - 23:45,107.07,170.44,170.44,140.41,140.41,140.9,143.24,116.7,140.0,128.4,2026-07-08T23:30:00
2026-07-08,AT,23:45 - 24:00,117.35,175.0,165.45,136.92,136.92,143.81,142.78,154.2,181.1,167.7,2026-07-08T23:45:00
