delivery_date,market_area,hours,Low (€/MWh),High (€/MWh),Last (€/MWh),Weight Avg (€/MWh),ID Full (€/MWh),ID1 (€/MWh),ID3 (€/MWh),Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),period_start
2026-07-08,AT,00:00 - 00:15,104.24,136.75,106.61,123.45,123.45,119.61,122.94,188.6,200.0,194.3,2026-07-08T00:00:00
2026-07-08,AT,00:15 - 00:30,69.27,144.5,80.8,123.02,123.02,110.69,121.15,154.1,184.0,169.1,2026-07-08T00:15:00
2026-07-08,AT,00:30 - 00:45,72.46,149.99,118.21,120.3,120.3,119.14,120.07,214.5,207.6,211.1,2026-07-08T00:30:00
2026-07-08,AT,00:45 - 01:00,84.0,159.99,90.84,116.61,116.61,116.13,115.9,235.6,229.2,232.4,2026-07-08T00:45:00
2026-07-08,AT,01:00 - 01:15,92.67,156.1,125.08,123.7,123.7,119.76,123.58,201.6,196.3,199.0,2026-07-08T01:00:00
2026-07-08,AT,01:15 - 01:30,115.01,191.06,138.85,124.2,124.2,134.22,124.18,165.0,205.3,185.2,2026-07-08T01:15:00
2026-07-08,AT,01:30 - 01:45,104.8,160.0,147.04,121.63,121.63,135.03,122.53,212.0,227.5,219.8,2026-07-08T01:30:00
2026-07-08,AT,01:45 - 02:00,94.7,160.0,128.61,118.6,118.6,137.2,119.31,276.9,310.3,293.6,2026-07-08T01:45:00
2026-07-08,AT,02:00 - 02:15,90.0,148.75,90.76,120.01,120.01,112.04,119.0,145.3,118.5,131.9,2026-07-08T02:00:00
2026-07-08,AT,02:15 - 02:30,70.96,142.5,89.2,115.19,115.19,102.25,114.62,175.6,165.2,170.4,2026-07-08T02:15:00
2026-07-08,AT,02:30 - 02:45,83.35,142.4,83.77,114.19,114.19,101.37,114.17,177.9,189.2,183.6,2026-07-08T02:30:00
2026-07-08,AT,02:45 - 03:00,84.07,137.3,90.82,108.32,108.32,97.95,107.65,200.5,192.5,196.5,2026-07-08T02:45:00
2026-07-08,AT,03:00 - 03:15,87.51,124.84,93.03,107.17,107.17,97.32,105.29,267.7,291.5,279.6,2026-07-08T03:00:00
2026-07-08,AT,03:15 - 03:30,36.51,124.7,102.35,103.5,103.5,99.2,101.76,327.0,333.8,330.4,2026-07-08T03:15:00
2026-07-08,AT,03:30 - 03:45,75.97,119.5,90.7,101.94,101.94,101.55,100.57,339.0,334.5,336.8,2026-07-08T03:30:00
2026-07-08,AT,03:45 - 04:00,76.51,131.69,112.5,103.37,103.37,101.42,103.13,302.8,288.1,295.5,2026-07-08T03:45:00
2026-07-08,AT,04:00 - 04:15,54.51,135.5,98.98,100.39,100.39,91.2,95.25,242.3,226.4,234.4,2026-07-08T04:00:00
2026-07-08,AT,04:15 - 04:30,25.61,147.49,103.13,95.33,95.33,85.45,87.82,236.2,202.7,219.5,2026-07-08T04:15:00
2026-07-08,AT,04:30 - 04:45,20.61,148.93,83.0,94.31,94.31,97.86,88.29,252.3,205.9,229.1,2026-07-08T04:30:00
2026-07-08,AT,04:45 - 05:00,78.05,116.29,78.51,94.83,94.83,88.27,89.7,296.1,243.0,269.6,2026-07-08T04:45:00
2026-07-08,AT,05:00 - 05:15,56.8,119.48,70.06,99.23,99.23,83.97,95.49,315.0,296.9,306.0,2026-07-08T05:00:00
2026-07-08,AT,05:15 - 05:30,63.51,139.14,97.89,99.69,99.69,92.97,95.26,248.3,205.1,226.7,2026-07-08T05:15:00
2026-07-08,AT,05:30 - 05:45,57.87,149.93,112.2,97.79,97.79,91.29,92.76,265.6,240.3,253.0,2026-07-08T05:30:00
2026-07-08,AT,05:45 - 06:00,82.6,132.9,117.0,99.85,99.85,113.7,94.97,350.6,361.0,355.8,2026-07-08T05:45:00
2026-07-08,AT,06:00 - 06:15,60.5,133.32,131.38,105.13,105.13,110.07,96.82,253.6,230.8,242.2,2026-07-08T06:00:00
2026-07-08,AT,06:15 - 06:30,69.73,147.04,116.0,104.56,104.56,104.46,98.37,284.1,273.6,278.9,2026-07-08T06:15:00
2026-07-08,AT,06:30 - 06:45,74.51,132.15,93.11,105.29,105.29,100.7,99.41,351.8,328.1,340.0,2026-07-08T06:30:00
2026-07-08,AT,06:45 - 07:00,80.65,139.2,80.65,105.38,105.38,98.47,99.38,285.6,277.6,281.6,2026-07-08T06:45:00
2026-07-08,AT,07:00 - 07:15,86.2,160.0,91.51,114.67,114.67,106.37,109.42,326.2,307.2,316.7,2026-07-08T07:00:00
2026-07-08,AT,07:15 - 07:30,43.06,133.58,52.01,108.38,108.38,96.25,104.37,323.8,316.7,320.3,2026-07-08T07:15:00
2026-07-08,AT,07:30 - 07:45,47.81,129.2,64.15,103.34,103.34,78.41,97.2,407.6,331.3,369.5,2026-07-08T07:30:00
2026-07-08,AT,07:45 - 08:00,47.93,130.73,60.0,98.1,98.1,74.25,92.33,426.9,300.9,363.9,2026-07-08T07:45:00
2026-07-08,AT,08:00 - 08:15,57.0,141.98,75.0,121.4,121.4,109.31,118.9,278.6,309.6,294.1,2026-07-08T08:00:00
2026-07-08,AT,08:15 - 08:30,55.0,124.41,61.03,102.88,102.88,88.14,99.62,296.8,283.1,290.0,2026-07-08T08:15:00
2026-07-08,AT,08:30 - 08:45,56.79,120.59,60.24,99.22,99.22,74.88,97.6,336.6,329.0,332.8,2026-07-08T08:30:00
2026-07-08,AT,08:45 - 09:00,51.96,124.16,87.07,92.13,92.13,64.7,91.03,340.7,363.3,352.0,2026-07-08T08:45:00
2026-07-08,AT,09:00 - 09:15,45.61,132.48,108.06,103.46,103.46,95.09,100.21,462.6,528.8,495.7,2026-07-08T09:00:00
2026-07-08,AT,09:15 - 09:30,56.28,120.0,92.49,92.62,92.62,93.39,91.83,460.6,505.2,482.9,2026-07-08T09:15:00
2026-07-08,AT,09:30 - 09:45,24.52,113.93,69.92,79.11,79.11,78.89,76.66,499.7,478.7,489.2,2026-07-08T09:30:00
2026-07-08,AT,09:45 - 10:00,23.33,90.0,50.0,62.72,62.72,56.22,60.36,434.2,420.2,427.2,2026-07-08T09:45:00
2026-07-08,AT,10:00 - 10:15,32.98,109.8,53.13,68.91,68.91,61.63,61.54,609.7,609.4,609.6,2026-07-08T10:00:00
2026-07-08,AT,10:15 - 10:30,-10.0,78.0,-10.0,34.49,34.49,1.67,25.18,587.8,593.2,590.5,2026-07-08T10:15:00
2026-07-08,AT,10:30 - 10:45,-13.49,56.0,-11.0,9.92,9.92,-2.91,3.35,472.8,541.6,507.2,2026-07-08T10:30:00
2026-07-08,AT,10:45 - 11:00,-18.4,23.11,-17.98,-0.3,-0.3,-4.35,-3.27,492.6,524.4,508.5,2026-07-08T10:45:00
2026-07-08,AT,11:00 - 11:15,-19.0,60.0,-18.14,4.73,4.73,-9.22,-1.58,467.9,454.2,461.1,2026-07-08T11:00:00
2026-07-08,AT,11:15 - 11:30,-43.63,25.32,-22.0,-2.08,-2.08,-19.71,-5.79,432.1,439.9,436.0,2026-07-08T11:15:00
2026-07-08,AT,11:30 - 11:45,-41.8,22.56,-36.1,-5.22,-5.22,-22.88,-8.92,398.6,410.7,404.7,2026-07-08T11:30:00
2026-07-08,AT,11:45 - 12:00,-39.78,15.96,-18.98,-5.45,-5.45,-16.99,-9.34,480.1,533.8,507.0,2026-07-08T11:45:00
2026-07-08,AT,12:00 - 12:15,-27.1,25.13,-9.61,-2.75,-2.75,-10.12,-7.75,430.2,425.4,427.8,2026-07-08T12:00:00
2026-07-08,AT,12:15 - 12:30,-23.51,22.85,-15.0,-5.54,-5.54,-10.54,-9.44,403.2,432.8,418.0,2026-07-08T12:15:00
2026-07-08,AT,12:30 - 12:45,-40.21,11.0,5.06,-7.77,-7.77,-13.98,-12.48,421.6,434.1,427.9,2026-07-08T12:30:00
2026-07-08,AT,12:45 - 13:00,-35.85,22.98,-22.21,-9.46,-9.46,-21.01,-15.0,407.1,415.8,411.5,2026-07-08T12:45:00
2026-07-08,AT,13:00 - 13:15,-42.1,22.15,-3.2,-5.85,-5.85,-15.6,-11.75,411.5,380.3,395.9,2026-07-08T13:00:00
2026-07-08,AT,13:15 - 13:30,-35.95,10.9,-3.5,-7.63,-7.63,-11.19,-11.19,373.6,388.6,381.1,2026-07-08T13:15:00
2026-07-08,AT,13:30 - 13:45,-16.2,9.28,-5.0,-7.44,-7.44,-4.13,-10.71,410.6,408.1,409.4,2026-07-08T13:30:00
2026-07-08,AT,13:45 - 14:00,-21.26,14.44,2.0,-8.76,-8.76,-5.64,-11.92,451.3,407.2,429.3,2026-07-08T13:45:00
