delivery_date,market_area,hours,Low (€/MWh),High (€/MWh),Last (€/MWh),Weight Avg (€/MWh),Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),period_start
2026-07-09,AT,00:00 - 00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T00:00:00
2026-07-09,AT,00:15 - 00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T00:15:00
2026-07-09,AT,00:30 - 00:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T00:30:00
2026-07-09,AT,00:45 - 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T00:45:00
2026-07-09,AT,01:00 - 01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T01:00:00
2026-07-09,AT,01:15 - 01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T01:15:00
2026-07-09,AT,01:30 - 01:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T01:30:00
2026-07-09,AT,01:45 - 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T01:45:00
2026-07-09,AT,02:00 - 02:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T02:00:00
2026-07-09,AT,02:15 - 02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T02:15:00
2026-07-09,AT,02:30 - 02:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T02:30:00
2026-07-09,AT,02:45 - 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T02:45:00
2026-07-09,AT,03:00 - 03:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T03:00:00
2026-07-09,AT,03:15 - 03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T03:15:00
2026-07-09,AT,03:30 - 03:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T03:30:00
2026-07-09,AT,03:45 - 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T03:45:00
2026-07-09,AT,04:00 - 04:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T04:00:00
2026-07-09,AT,04:15 - 04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T04:15:00
2026-07-09,AT,04:30 - 04:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T04:30:00
