delivery_date,market_area,hours,Low (€/MWh),High (€/MWh),Last (€/MWh),Weight Avg (€/MWh),Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),period_start
2026-07-13,AT,00 - 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T00:00:00
2026-07-13,AT,01 - 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T01:00:00
2026-07-13,AT,02 - 03,-10.0,18.02,-10.0,6.01,0.3,0.0,0.2,2026-07-13T02:00:00
2026-07-13,AT,03 - 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T03:00:00
2026-07-13,AT,04 - 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T04:00:00
2026-07-13,AT,05 - 06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T05:00:00
2026-07-13,AT,06 - 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T06:00:00
2026-07-13,AT,07 - 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T07:00:00
2026-07-13,AT,08 - 09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T08:00:00
2026-07-13,AT,09 - 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T09:00:00
2026-07-13,AT,10 - 11,35.0,35.0,35.0,35.0,0.0,0.1,0.1,2026-07-13T10:00:00
2026-07-13,AT,11 - 12,37.85,61.03,61.03,49.44,0.1,0.1,0.1,2026-07-13T11:00:00
2026-07-13,AT,12 - 13,38.98,38.98,38.98,38.98,0.1,0.0,0.1,2026-07-13T12:00:00
2026-07-13,AT,13 - 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T13:00:00
2026-07-13,AT,14 - 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T14:00:00
2026-07-13,AT,15 - 16,15.6,15.6,15.6,15.6,0.1,0.0,0.1,2026-07-13T15:00:00
2026-07-13,AT,16 - 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T16:00:00
2026-07-13,AT,17 - 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T17:00:00
2026-07-13,AT,18 - 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T18:00:00
2026-07-13,AT,19 - 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T19:00:00
2026-07-13,AT,20 - 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T20:00:00
2026-07-13,AT,21 - 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T21:00:00
2026-07-13,AT,22 - 23,62.3,66.99,66.99,64.65,1.0,0.0,0.5,2026-07-13T22:00:00
2026-07-13,AT,23 - 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13T23:00:00
