delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-08,AT,00:00 - 00:15,20.8,19.0,20.8,140.01,2026-07-08T00:00:00
2026-07-08,AT,00:15 - 00:30,19.8,17.1,19.8,139.92,2026-07-08T00:15:00
2026-07-08,AT,00:30 - 00:45,18.9,15.0,18.9,135.48,2026-07-08T00:30:00
2026-07-08,AT,00:45 - 01:00,18.1,14.0,18.1,132.15,2026-07-08T00:45:00
2026-07-08,AT,01:00 - 01:15,14.4,16.6,16.6,136.55,2026-07-08T01:00:00
2026-07-08,AT,01:15 - 01:30,9.9,10.7,10.7,133.25,2026-07-08T01:15:00
2026-07-08,AT,01:30 - 01:45,11.0,13.3,13.3,133.79,2026-07-08T01:30:00
2026-07-08,AT,01:45 - 02:00,11.4,15.7,15.7,124.42,2026-07-08T01:45:00
2026-07-08,AT,02:00 - 02:15,20.1,17.8,20.1,130.0,2026-07-08T02:00:00
2026-07-08,AT,02:15 - 02:30,19.6,12.5,19.6,126.0,2026-07-08T02:15:00
2026-07-08,AT,02:30 - 02:45,18.1,11.5,18.1,124.58,2026-07-08T02:30:00
2026-07-08,AT,02:45 - 03:00,18.1,11.8,18.1,120.54,2026-07-08T02:45:00
2026-07-08,AT,03:00 - 03:15,15.6,13.9,15.6,120.0,2026-07-08T03:00:00
2026-07-08,AT,03:15 - 03:30,15.0,12.8,15.0,120.0,2026-07-08T03:15:00
2026-07-08,AT,03:30 - 03:45,14.2,9.1,14.2,119.0,2026-07-08T03:30:00
2026-07-08,AT,03:45 - 04:00,13.8,12.1,13.8,118.0,2026-07-08T03:45:00
2026-07-08,AT,04:00 - 04:15,17.5,13.5,17.5,115.5,2026-07-08T04:00:00
2026-07-08,AT,04:15 - 04:30,17.4,13.9,17.4,120.0,2026-07-08T04:15:00
2026-07-08,AT,04:30 - 04:45,18.9,15.3,18.9,124.0,2026-07-08T04:30:00
2026-07-08,AT,04:45 - 05:00,23.9,20.5,23.9,125.82,2026-07-08T04:45:00
2026-07-08,AT,05:00 - 05:15,18.9,22.1,22.1,117.12,2026-07-08T05:00:00
2026-07-08,AT,05:15 - 05:30,18.5,17.5,18.5,121.16,2026-07-08T05:15:00
2026-07-08,AT,05:30 - 05:45,19.9,17.3,19.9,126.53,2026-07-08T05:30:00
