delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-11,NL,00:00 - 00:15,1159.1,2087.2,2087.2,160.31,2026-07-11T00:00:00
2026-07-11,NL,00:15 - 00:30,1267.4,2174.6,2174.6,154.02,2026-07-11T00:15:00
2026-07-11,NL,00:30 - 00:45,1415.3,2307.4,2307.4,146.5,2026-07-11T00:30:00
2026-07-11,NL,00:45 - 01:00,1474.6,2358.2,2358.2,141.81,2026-07-11T00:45:00
2026-07-11,NL,01:00 - 01:15,1527.7,2456.3,2456.3,145.62,2026-07-11T01:00:00
2026-07-11,NL,01:15 - 01:30,1523.2,2441.6,2441.6,145.0,2026-07-11T01:15:00
2026-07-11,NL,01:30 - 01:45,1498.9,2436.6,2436.6,144.98,2026-07-11T01:30:00
2026-07-11,NL,01:45 - 02:00,1498.8,2428.4,2428.4,140.41,2026-07-11T01:45:00
2026-07-11,NL,02:00 - 02:15,1483.1,2477.8,2477.8,143.47,2026-07-11T02:00:00
2026-07-11,NL,02:15 - 02:30,1483.1,2469.7,2469.7,140.71,2026-07-11T02:15:00
2026-07-11,NL,02:30 - 02:45,1483.7,2478.0,2478.0,139.23,2026-07-11T02:30:00
2026-07-11,NL,02:45 - 03:00,1484.7,2473.5,2473.5,138.36,2026-07-11T02:45:00
2026-07-11,NL,03:00 - 03:15,1498.3,2512.0,2512.0,140.69,2026-07-11T03:00:00
2026-07-11,NL,03:15 - 03:30,1489.2,2505.3,2505.3,138.95,2026-07-11T03:15:00
2026-07-11,NL,03:30 - 03:45,1479.9,2514.7,2514.7,138.08,2026-07-11T03:30:00
2026-07-11,NL,03:45 - 04:00,1476.1,2511.6,2511.6,138.01,2026-07-11T03:45:00
2026-07-11,NL,04:00 - 04:15,1480.0,2509.2,2509.2,139.54,2026-07-11T04:00:00
2026-07-11,NL,04:15 - 04:30,1470.1,2511.2,2511.2,141.77,2026-07-11T04:15:00
2026-07-11,NL,04:30 - 04:45,1465.5,2513.3,2513.3,136.57,2026-07-11T04:30:00
2026-07-11,NL,04:45 - 05:00,1463.1,2510.8,2510.8,136.68,2026-07-11T04:45:00
2026-07-11,NL,05:00 - 05:15,1458.7,2521.2,2521.2,138.71,2026-07-11T05:00:00
2026-07-11,NL,05:15 - 05:30,1454.3,2507.9,2507.9,136.7,2026-07-11T05:15:00
2026-07-11,NL,05:30 - 05:45,1450.6,2471.6,2471.6,136.43,2026-07-11T05:30:00
2026-07-11,NL,05:45 - 06:00,1457.1,2426.9,2426.9,132.93,2026-07-11T05:45:00
2026-07-11,NL,06:00 - 06:15,1426.6,2320.8,2320.8,142.13,2026-07-11T06:00:00
2026-07-11,NL,06:15 - 06:30,1411.3,2321.1,2321.1,138.98,2026-07-11T06:15:00
2026-07-11,NL,06:30 - 06:45,1467.0,2323.5,2323.5,131.6,2026-07-11T06:30:00
2026-07-11,NL,06:45 - 07:00,1525.7,2322.3,2322.3,125.18,2026-07-11T06:45:00
2026-07-11,NL,07:00 - 07:15,1457.9,2194.8,2194.8,131.74,2026-07-11T07:00:00
2026-07-11,NL,07:15 - 07:30,1444.9,2125.5,2125.5,126.98,2026-07-11T07:15:00
2026-07-11,NL,07:30 - 07:45,1413.5,1950.9,1950.9,122.42,2026-07-11T07:30:00
2026-07-11,NL,07:45 - 08:00,1382.7,1773.8,1773.8,117.69,2026-07-11T07:45:00
2026-07-11,NL,08:00 - 08:15,1383.5,1449.3,1449.3,142.16,2026-07-11T08:00:00
2026-07-11,NL,08:15 - 08:30,1371.0,1331.0,1371.0,123.95,2026-07-11T08:15:00
2026-07-11,NL,08:30 - 08:45,1424.0,1264.0,1424.0,105.58,2026-07-11T08:30:00
2026-07-11,NL,08:45 - 09:00,1447.9,1247.6,1447.9,90.49,2026-07-11T08:45:00
2026-07-11,NL,09:00 - 09:15,1450.3,1206.6,1450.3,107.07,2026-07-11T09:00:00
2026-07-11,NL,09:15 - 09:30,1420.6,1191.8,1420.6,94.45,2026-07-11T09:15:00
2026-07-11,NL,09:30 - 09:45,1445.4,1207.4,1445.4,67.22,2026-07-11T09:30:00
2026-07-11,NL,09:45 - 10:00,1442.6,1251.2,1442.6,29.41,2026-07-11T09:45:00
2026-07-11,NL,10:00 - 10:15,1413.5,1468.5,1468.5,40.0,2026-07-11T10:00:00
2026-07-11,NL,10:15 - 10:30,1410.9,1518.5,1518.5,18.09,2026-07-11T10:15:00
2026-07-11,NL,10:30 - 10:45,1371.3,1592.9,1592.9,5.18,2026-07-11T10:30:00
2026-07-11,NL,10:45 - 11:00,1357.5,1671.8,1671.8,1.08,2026-07-11T10:45:00
2026-07-11,NL,11:00 - 11:15,1360.5,1833.4,1833.4,1.0,2026-07-11T11:00:00
2026-07-11,NL,11:15 - 11:30,1315.6,1889.6,1889.6,0.29,2026-07-11T11:15:00
2026-07-11,NL,11:30 - 11:45,1287.6,1950.4,1950.4,0.02,2026-07-11T11:30:00
2026-07-11,NL,11:45 - 12:00,1278.1,2001.2,2001.2,0.0,2026-07-11T11:45:00
2026-07-11,NL,12:00 - 12:15,1303.4,2126.6,2126.6,0.0,2026-07-11T12:00:00
2026-07-11,NL,12:15 - 12:30,1270.8,2148.8,2148.8,0.0,2026-07-11T12:15:00
2026-07-11,NL,12:30 - 12:45,1332.0,2185.1,2185.1,-0.01,2026-07-11T12:30:00
2026-07-11,NL,12:45 - 13:00,1371.2,2216.7,2216.7,-0.03,2026-07-11T12:45:00
2026-07-11,NL,13:00 - 13:15,1374.3,2267.7,2267.7,-0.15,2026-07-11T13:00:00
2026-07-11,NL,13:15 - 13:30,1363.0,2283.3,2283.3,-1.85,2026-07-11T13:15:00
2026-07-11,NL,13:30 - 13:45,1382.6,2257.9,2257.9,-2.07,2026-07-11T13:30:00
2026-07-11,NL,13:45 - 14:00,1380.7,2253.4,2253.4,-2.32,2026-07-11T13:45:00
2026-07-11,NL,14:00 - 14:15,1384.8,2281.1,2281.1,-2.32,2026-07-11T14:00:00
2026-07-11,NL,14:15 - 14:30,1368.7,2285.6,2285.6,-2.32,2026-07-11T14:15:00
2026-07-11,NL,14:30 - 14:45,1368.2,2274.8,2274.8,-2.3,2026-07-11T14:30:00
2026-07-11,NL,14:45 - 15:00,1369.8,2350.4,2350.4,-2.02,2026-07-11T14:45:00
2026-07-11,NL,15:00 - 15:15,1338.6,2323.9,2323.9,-2.01,2026-07-11T15:00:00
2026-07-11,NL,15:15 - 15:30,1310.5,2333.1,2333.1,-0.95,2026-07-11T15:15:00
2026-07-11,NL,15:30 - 15:45,1313.4,2301.6,2301.6,-0.08,2026-07-11T15:30:00
2026-07-11,NL,15:45 - 16:00,1319.7,2277.1,2277.1,-0.31,2026-07-11T15:45:00
2026-07-11,NL,16:00 - 16:15,1262.7,2122.4,2122.4,-0.01,2026-07-11T16:00:00
2026-07-11,NL,16:15 - 16:30,1170.6,2124.8,2124.8,0.27,2026-07-11T16:15:00
2026-07-11,NL,16:30 - 16:45,1173.2,2071.1,2071.1,0.44,2026-07-11T16:30:00
2026-07-11,NL,16:45 - 17:00,1173.0,2028.4,2028.4,25.23,2026-07-11T16:45:00
2026-07-11,NL,17:00 - 17:15,1154.4,1886.1,1886.1,14.58,2026-07-11T17:00:00
2026-07-11,NL,17:15 - 17:30,1140.6,1817.4,1817.4,67.13,2026-07-11T17:15:00
2026-07-11,NL,17:30 - 17:45,1130.8,1828.9,1828.9,94.75,2026-07-11T17:30:00
2026-07-11,NL,17:45 - 18:00,1157.2,1841.9,1841.9,123.63,2026-07-11T17:45:00
2026-07-11,NL,18:00 - 18:15,1146.7,1805.7,1805.7,98.02,2026-07-11T18:00:00
2026-07-11,NL,18:15 - 18:30,1104.7,1802.5,1802.5,113.68,2026-07-11T18:15:00
2026-07-11,NL,18:30 - 18:45,1108.9,1834.5,1834.5,131.18,2026-07-11T18:30:00
