delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-09,NL,00 - 01,8627.9,6003.9,8627.9,141.41,2026-07-09T00:00:00
2026-07-09,NL,01 - 02,8770.0,6305.8,8770.0,134.04,2026-07-09T01:00:00
2026-07-09,NL,02 - 03,8768.8,6406.1,8768.8,127.75,2026-07-09T02:00:00
2026-07-09,NL,03 - 04,8562.2,6481.5,8562.2,124.1,2026-07-09T03:00:00
2026-07-09,NL,04 - 05,8160.9,7050.8,8160.9,124.52,2026-07-09T04:00:00
2026-07-09,NL,05 - 06,7939.6,7259.0,7939.6,133.94,2026-07-09T05:00:00
2026-07-09,NL,06 - 07,7406.1,7853.1,7853.1,155.19,2026-07-09T06:00:00
2026-07-09,NL,07 - 08,7280.5,7753.7,7753.7,149.19,2026-07-09T07:00:00
2026-07-09,NL,08 - 09,7365.1,7236.2,7365.1,138.62,2026-07-09T08:00:00
2026-07-09,NL,09 - 10,7861.7,6077.6,7861.7,124.16,2026-07-09T09:00:00
2026-07-09,NL,10 - 11,7176.6,5107.6,7176.6,112.31,2026-07-09T10:00:00
2026-07-09,NL,11 - 12,6759.7,5688.9,6759.7,102.49,2026-07-09T11:00:00
2026-07-09,NL,12 - 13,6510.3,6503.1,6510.3,80.76,2026-07-09T12:00:00
2026-07-09,NL,13 - 14,6596.5,7051.6,7051.6,52.99,2026-07-09T13:00:00
2026-07-09,NL,14 - 15,6565.4,7228.2,7228.2,41.09,2026-07-09T14:00:00
2026-07-09,NL,15 - 16,6317.2,7261.2,7261.2,61.07,2026-07-09T15:00:00
2026-07-09,NL,16 - 17,6058.1,6732.2,6732.2,93.27,2026-07-09T16:00:00
2026-07-09,NL,17 - 18,5600.2,6227.2,6227.2,111.11,2026-07-09T17:00:00
2026-07-09,NL,18 - 19,5868.2,8102.6,8102.6,132.86,2026-07-09T18:00:00
2026-07-09,NL,19 - 20,6881.6,8238.8,8238.8,168.94,2026-07-09T19:00:00
2026-07-09,NL,20 - 21,7952.0,8426.6,8426.6,225.49,2026-07-09T20:00:00
2026-07-09,NL,21 - 22,8449.7,8440.1,8449.7,231.25,2026-07-09T21:00:00
2026-07-09,NL,22 - 23,8919.0,8227.3,8919.0,188.94,2026-07-09T22:00:00
2026-07-09,NL,23 - 24,8077.7,8006.0,8077.7,165.72,2026-07-09T23:00:00
