delivery_date,market_area,hours,Low (€/MWh),High (€/MWh),Last (€/MWh),Weight Avg (€/MWh),ID Full (€/MWh),ID1 (€/MWh),ID3 (€/MWh),Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),period_start
2026-07-13,AT,00 - 01,144.4,155.57,144.4,148.95,148.95,146.92,148.23,436.5,216.0,326.3,2026-07-13T00:00:00
2026-07-13,AT,01 - 02,139.51,161.36,158.09,144.46,144.46,147.69,144.64,192.0,244.8,218.4,2026-07-13T01:00:00
2026-07-13,AT,02 - 03,132.0,175.0,132.0,148.18,148.18,141.06,149.6,301.2,664.1,482.7,2026-07-13T02:00:00
2026-07-13,AT,03 - 04,124.26,147.26,124.26,140.33,140.33,129.85,141.0,362.6,547.4,455.0,2026-07-13T03:00:00
2026-07-13,AT,04 - 05,131.8,152.12,146.47,140.63,140.63,141.56,139.6,310.7,457.0,383.9,2026-07-13T04:00:00
2026-07-13,AT,05 - 06,140.0,157.79,154.03,148.45,148.45,154.03,149.64,291.4,313.5,302.5,2026-07-13T05:00:00
2026-07-13,AT,06 - 07,149.43,169.65,151.37,160.56,160.56,159.32,161.14,386.9,1095.4,741.2,2026-07-13T06:00:00
2026-07-13,AT,07 - 08,137.69,162.0,137.69,156.32,156.32,152.32,156.72,539.8,1355.9,947.9,2026-07-13T07:00:00
2026-07-13,AT,08 - 09,110.56,147.26,135.0,137.47,137.47,132.43,136.87,373.3,439.0,406.2,2026-07-13T08:00:00
2026-07-13,AT,09 - 10,86.3,133.95,119.41,117.78,117.78,121.7,121.16,431.3,482.0,456.7,2026-07-13T09:00:00
2026-07-13,AT,10 - 11,85.1,111.47,107.46,102.58,102.58,99.48,102.79,706.8,867.1,787.0,2026-07-13T10:00:00
2026-07-13,AT,11 - 12,1.2,95.13,35.38,79.15,79.15,74.51,80.16,713.0,809.1,761.1,2026-07-13T11:00:00
2026-07-13,AT,12 - 13,8.27,62.87,11.13,41.59,41.59,20.98,31.48,1153.1,1140.3,1146.7,2026-07-13T12:00:00
2026-07-13,AT,13 - 14,15.4,87.96,58.38,53.17,53.17,48.41,53.36,637.5,644.7,641.1,2026-07-13T13:00:00
2026-07-13,AT,14 - 15,23.79,89.99,60.28,60.88,60.88,71.4,64.89,615.1,658.1,636.6,2026-07-13T14:00:00
2026-07-13,AT,15 - 16,41.37,95.11,91.3,75.06,75.06,75.63,77.6,514.5,471.1,492.8,2026-07-13T15:00:00
2026-07-13,AT,16 - 17,70.6,120.17,104.55,99.96,99.96,97.87,97.53,410.6,404.5,407.6,2026-07-13T16:00:00
2026-07-13,AT,17 - 18,111.98,148.16,139.37,128.03,128.03,127.89,127.98,457.1,479.1,468.1,2026-07-13T17:00:00
2026-07-13,AT,18 - 19,123.03,150.28,147.55,134.78,134.78,131.67,133.28,827.8,1096.9,962.4,2026-07-13T18:00:00
2026-07-13,AT,19 - 20,149.8,175.0,172.99,160.96,160.96,171.57,161.25,648.8,745.5,697.2,2026-07-13T19:00:00
2026-07-13,AT,20 - 21,154.45,205.0,166.94,175.34,175.34,168.08,172.88,704.6,662.9,683.8,2026-07-13T20:00:00
2026-07-13,AT,21 - 22,153.6,197.74,187.46,168.04,168.04,171.8,166.22,1090.1,859.5,974.8,2026-07-13T21:00:00
2026-07-13,AT,22 - 23,150.0,174.47,154.25,163.33,163.33,165.89,162.42,1118.3,751.5,934.9,2026-07-13T22:00:00
2026-07-13,AT,23 - 24,143.92,160.69,153.06,151.93,151.93,150.01,149.92,667.2,731.0,699.1,2026-07-13T23:00:00
