delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-12,BE,00 - 01,4071.3,1005.0,4071.3,137.44,2026-07-12T00:00:00
2026-07-12,BE,01 - 02,4141.5,844.6,4141.5,131.89,2026-07-12T01:00:00
2026-07-12,BE,02 - 03,4284.5,694.7,4284.5,125.57,2026-07-12T02:00:00
2026-07-12,BE,03 - 04,4281.1,422.3,4281.1,125.1,2026-07-12T03:00:00
2026-07-12,BE,04 - 05,4347.9,356.2,4347.9,122.88,2026-07-12T04:00:00
2026-07-12,BE,05 - 06,4170.1,355.5,4170.1,120.79,2026-07-12T05:00:00
2026-07-12,BE,06 - 07,3828.4,629.7,3828.4,111.61,2026-07-12T06:00:00
2026-07-12,BE,07 - 08,3914.0,633.2,3914.0,99.78,2026-07-12T07:00:00
2026-07-12,BE,08 - 09,4490.2,548.9,4490.2,61.94,2026-07-12T08:00:00
2026-07-12,BE,09 - 10,4339.6,522.0,4339.6,5.39,2026-07-12T09:00:00
2026-07-12,BE,10 - 11,4030.9,963.7,4030.9,-0.05,2026-07-12T10:00:00
2026-07-12,BE,11 - 12,4096.2,1679.7,4096.2,-0.24,2026-07-12T11:00:00
2026-07-12,BE,12 - 13,3992.5,2225.2,3992.5,0.7,2026-07-12T12:00:00
2026-07-12,BE,13 - 14,4101.7,2553.3,4101.7,1.42,2026-07-12T13:00:00
2026-07-12,BE,14 - 15,4068.1,2686.4,4068.1,1.24,2026-07-12T14:00:00
2026-07-12,BE,15 - 16,4062.4,2562.6,4062.4,0.22,2026-07-12T15:00:00
2026-07-12,BE,16 - 17,4064.4,2195.1,4064.4,-1.44,2026-07-12T16:00:00
2026-07-12,BE,17 - 18,3866.7,1709.8,3866.7,6.58,2026-07-12T17:00:00
2026-07-12,BE,18 - 19,3748.0,1251.0,3748.0,90.55,2026-07-12T18:00:00
2026-07-12,BE,19 - 20,3680.4,1311.0,3680.4,131.52,2026-07-12T19:00:00
2026-07-12,BE,20 - 21,3741.5,1677.5,3741.5,140.91,2026-07-12T20:00:00
2026-07-12,BE,21 - 22,3174.8,1567.2,3174.8,144.49,2026-07-12T21:00:00
2026-07-12,BE,22 - 23,2719.5,1564.2,2719.5,144.93,2026-07-12T22:00:00
2026-07-12,BE,23 - 24,2990.6,1636.3,2990.6,139.32,2026-07-12T23:00:00
