delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-09,FI,00 - 01,486.9,208.5,486.9,4.99,2026-07-09T00:00:00
2026-07-09,FI,01 - 02,482.6,199.8,482.6,4.99,2026-07-09T01:00:00
2026-07-09,FI,02 - 03,498.5,171.3,498.5,5.1,2026-07-09T02:00:00
2026-07-09,FI,03 - 04,536.3,151.6,536.3,5.28,2026-07-09T03:00:00
2026-07-09,FI,04 - 05,565.6,160.5,565.6,6.03,2026-07-09T04:00:00
2026-07-09,FI,05 - 06,658.5,133.1,658.5,9.66,2026-07-09T05:00:00
2026-07-09,FI,06 - 07,740.3,112.5,740.3,15.17,2026-07-09T06:00:00
2026-07-09,FI,07 - 08,787.8,105.1,787.8,19.13,2026-07-09T07:00:00
2026-07-09,FI,08 - 09,792.0,112.0,792.0,23.63,2026-07-09T08:00:00
2026-07-09,FI,09 - 10,755.8,144.8,755.8,24.41,2026-07-09T09:00:00
2026-07-09,FI,10 - 11,703.6,180.8,703.6,23.9,2026-07-09T10:00:00
2026-07-09,FI,11 - 12,677.6,195.1,677.6,24.33,2026-07-09T11:00:00
2026-07-09,FI,12 - 13,659.9,232.0,659.9,24.17,2026-07-09T12:00:00
2026-07-09,FI,13 - 14,638.8,220.5,638.8,25.1,2026-07-09T13:00:00
2026-07-09,FI,14 - 15,634.4,207.6,634.4,25.25,2026-07-09T14:00:00
2026-07-09,FI,15 - 16,632.4,206.3,632.4,25.4,2026-07-09T15:00:00
2026-07-09,FI,16 - 17,631.1,159.3,631.1,23.87,2026-07-09T16:00:00
2026-07-09,FI,17 - 18,652.5,149.9,652.5,28.05,2026-07-09T17:00:00
2026-07-09,FI,18 - 19,694.3,128.3,694.3,29.03,2026-07-09T18:00:00
2026-07-09,FI,19 - 20,669.7,136.8,669.7,32.26,2026-07-09T19:00:00
2026-07-09,FI,20 - 21,633.4,104.5,633.4,29.02,2026-07-09T20:00:00
2026-07-09,FI,21 - 22,601.0,96.3,601.0,27.09,2026-07-09T21:00:00
2026-07-09,FI,22 - 23,539.0,94.1,539.0,21.31,2026-07-09T22:00:00
2026-07-09,FI,23 - 24,511.2,87.3,511.2,16.58,2026-07-09T23:00:00
