delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-10,DK2,00 - 01,1540.4,449.8,1540.4,153.74,2026-07-10T00:00:00
2026-07-10,DK2,01 - 02,1551.1,407.5,1551.1,143.47,2026-07-10T01:00:00
2026-07-10,DK2,02 - 03,1643.9,374.5,1643.9,139.76,2026-07-10T02:00:00
2026-07-10,DK2,03 - 04,1563.1,459.2,1563.1,137.97,2026-07-10T03:00:00
2026-07-10,DK2,04 - 05,1505.8,516.1,1505.8,138.27,2026-07-10T04:00:00
2026-07-10,DK2,05 - 06,1499.2,873.0,1499.2,140.17,2026-07-10T05:00:00
2026-07-10,DK2,06 - 07,1535.9,1317.0,1535.9,153.19,2026-07-10T06:00:00
2026-07-10,DK2,07 - 08,1840.3,820.4,1840.3,147.83,2026-07-10T07:00:00
2026-07-10,DK2,08 - 09,2191.5,1169.4,2191.5,137.26,2026-07-10T08:00:00
2026-07-10,DK2,09 - 10,2958.5,1359.5,2958.5,120.22,2026-07-10T09:00:00
2026-07-10,DK2,10 - 11,3006.7,1950.4,3006.7,99.88,2026-07-10T10:00:00
2026-07-10,DK2,11 - 12,2988.3,2094.3,2988.3,78.29,2026-07-10T11:00:00
2026-07-10,DK2,12 - 13,3008.6,1981.2,3008.6,58.81,2026-07-10T12:00:00
2026-07-10,DK2,13 - 14,3256.2,2126.1,3256.2,37.53,2026-07-10T13:00:00
2026-07-10,DK2,14 - 15,3142.7,2057.7,3142.7,41.06,2026-07-10T14:00:00
2026-07-10,DK2,15 - 16,2987.0,2055.3,2987.0,62.08,2026-07-10T15:00:00
2026-07-10,DK2,16 - 17,2867.5,2032.5,2867.5,88.43,2026-07-10T16:00:00
2026-07-10,DK2,17 - 18,2415.3,1617.4,2415.3,115.63,2026-07-10T17:00:00
2026-07-10,DK2,18 - 19,2395.1,1137.3,2395.1,131.22,2026-07-10T18:00:00
2026-07-10,DK2,19 - 20,2188.9,773.5,2188.9,165.35,2026-07-10T19:00:00
2026-07-10,DK2,20 - 21,2004.4,855.4,2004.4,187.05,2026-07-10T20:00:00
2026-07-10,DK2,21 - 22,2234.3,635.2,2234.3,176.89,2026-07-10T21:00:00
2026-07-10,DK2,22 - 23,2041.9,263.4,2041.9,168.01,2026-07-10T22:00:00
2026-07-10,DK2,23 - 24,2021.7,271.4,2021.7,154.47,2026-07-10T23:00:00
