delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-12,AT,00:00 - 00:15,2.5,2.0,2.5,138.44,2026-07-12T00:00:00
2026-07-12,AT,00:15 - 00:30,2.7,3.4,3.4,139.38,2026-07-12T00:15:00
2026-07-12,AT,00:30 - 00:45,3.4,1.3,3.4,133.7,2026-07-12T00:30:00
2026-07-12,AT,00:45 - 01:00,2.7,3.0,3.0,128.0,2026-07-12T00:45:00
2026-07-12,AT,01:00 - 01:15,4.1,7.0,7.0,131.02,2026-07-12T01:00:00
2026-07-12,AT,01:15 - 01:30,4.1,5.7,5.7,128.67,2026-07-12T01:15:00
2026-07-12,AT,01:30 - 01:45,5.2,10.9,10.9,127.56,2026-07-12T01:30:00
2026-07-12,AT,01:45 - 02:00,4.1,9.4,9.4,123.66,2026-07-12T01:45:00
2026-07-12,AT,02:00 - 02:15,2.9,11.5,11.5,125.59,2026-07-12T02:00:00
2026-07-12,AT,02:15 - 02:30,3.8,8.2,8.2,124.84,2026-07-12T02:15:00
2026-07-12,AT,02:30 - 02:45,4.0,9.9,9.9,123.02,2026-07-12T02:30:00
2026-07-12,AT,02:45 - 03:00,3.2,19.5,19.5,117.85,2026-07-12T02:45:00
2026-07-12,AT,03:00 - 03:15,4.3,7.0,7.0,123.1,2026-07-12T03:00:00
2026-07-12,AT,03:15 - 03:30,4.6,4.6,4.6,122.16,2026-07-12T03:15:00
2026-07-12,AT,03:30 - 03:45,3.5,5.7,5.7,119.06,2026-07-12T03:30:00
2026-07-12,AT,03:45 - 04:00,4.4,5.9,5.9,118.85,2026-07-12T03:45:00
2026-07-12,AT,04:00 - 04:15,3.9,0.5,3.9,126.37,2026-07-12T04:00:00
2026-07-12,AT,04:15 - 04:30,3.9,1.7,3.9,123.23,2026-07-12T04:15:00
2026-07-12,AT,04:30 - 04:45,3.8,1.5,3.8,121.17,2026-07-12T04:30:00
2026-07-12,AT,04:45 - 05:00,2.0,2.3,2.3,119.65,2026-07-12T04:45:00
2026-07-12,AT,05:00 - 05:15,3.2,3.9,3.9,125.99,2026-07-12T05:00:00
2026-07-12,AT,05:15 - 05:30,3.5,3.0,3.5,123.91,2026-07-12T05:15:00
