delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (£/MWh),period_start
2026-07-13,GB,00:00 - 00:30,148.8,555.8,555.8,120.18,2026-07-13T00:00:00
2026-07-13,GB,00:30 - 01:00,150.9,528.3,528.3,115.48,2026-07-13T00:30:00
2026-07-13,GB,01:00 - 01:30,132.1,478.6,478.6,114.0,2026-07-13T01:00:00
2026-07-13,GB,01:30 - 02:00,153.8,442.3,442.3,112.0,2026-07-13T01:30:00
2026-07-13,GB,02:00 - 02:30,151.9,440.7,440.7,105.0,2026-07-13T02:00:00
2026-07-13,GB,02:30 - 03:00,179.4,442.0,442.0,104.43,2026-07-13T02:30:00
2026-07-13,GB,03:00 - 03:30,161.4,469.0,469.0,103.88,2026-07-13T03:00:00
2026-07-13,GB,03:30 - 04:00,178.9,502.7,502.7,103.01,2026-07-13T03:30:00
2026-07-13,GB,04:00 - 04:30,260.5,502.1,502.1,102.33,2026-07-13T04:00:00
2026-07-13,GB,04:30 - 05:00,254.8,474.6,474.6,101.01,2026-07-13T04:30:00
2026-07-13,GB,05:00 - 05:30,253.5,493.2,493.2,111.15,2026-07-13T05:00:00
2026-07-13,GB,05:30 - 06:00,246.2,427.5,427.5,108.08,2026-07-13T05:30:00
2026-07-13,GB,06:00 - 06:30,308.6,431.8,431.8,121.96,2026-07-13T06:00:00
2026-07-13,GB,06:30 - 07:00,317.1,471.5,471.5,121.75,2026-07-13T06:30:00
2026-07-13,GB,07:00 - 07:30,201.8,448.7,448.7,117.72,2026-07-13T07:00:00
2026-07-13,GB,07:30 - 08:00,204.2,598.0,598.0,120.0,2026-07-13T07:30:00
2026-07-13,GB,08:00 - 08:30,166.0,588.2,588.2,118.12,2026-07-13T08:00:00
2026-07-13,GB,08:30 - 09:00,162.1,676.3,676.3,120.01,2026-07-13T08:30:00
2026-07-13,GB,09:00 - 09:30,82.7,560.4,560.4,106.66,2026-07-13T09:00:00
2026-07-13,GB,09:30 - 10:00,118.2,630.8,630.8,108.31,2026-07-13T09:30:00
2026-07-13,GB,10:00 - 10:30,163.1,563.8,563.8,107.31,2026-07-13T10:00:00
2026-07-13,GB,10:30 - 11:00,169.5,572.6,572.6,102.0,2026-07-13T10:30:00
2026-07-13,GB,11:00 - 11:30,131.9,519.8,519.8,98.39,2026-07-13T11:00:00
2026-07-13,GB,11:30 - 12:00,134.5,529.5,529.5,92.0,2026-07-13T11:30:00
2026-07-13,GB,12:00 - 12:30,173.1,497.2,497.2,75.32,2026-07-13T12:00:00
2026-07-13,GB,12:30 - 13:00,201.8,497.1,497.1,70.99,2026-07-13T12:30:00
2026-07-13,GB,13:00 - 13:30,136.5,457.9,457.9,77.17,2026-07-13T13:00:00
2026-07-13,GB,13:30 - 14:00,163.8,492.1,492.1,77.0,2026-07-13T13:30:00
2026-07-13,GB,14:00 - 14:30,217.8,514.8,514.8,78.25,2026-07-13T14:00:00
2026-07-13,GB,14:30 - 15:00,223.3,540.4,540.4,76.9,2026-07-13T14:30:00
2026-07-13,GB,15:00 - 15:30,270.6,545.5,545.5,81.0,2026-07-13T15:00:00
2026-07-13,GB,15:30 - 16:00,326.4,571.4,571.4,81.07,2026-07-13T15:30:00
2026-07-13,GB,16:00 - 16:30,249.5,513.0,513.0,82.92,2026-07-13T16:00:00
2026-07-13,GB,16:30 - 17:00,262.0,419.4,419.4,82.01,2026-07-13T16:30:00
2026-07-13,GB,17:00 - 17:30,315.8,368.4,368.4,99.0,2026-07-13T17:00:00
2026-07-13,GB,17:30 - 18:00,273.5,409.3,409.3,89.4,2026-07-13T17:30:00
2026-07-13,GB,18:00 - 18:30,298.2,339.4,339.4,110.39,2026-07-13T18:00:00
2026-07-13,GB,18:30 - 19:00,247.9,367.2,367.2,113.48,2026-07-13T18:30:00
2026-07-13,GB,19:00 - 19:30,188.4,373.6,373.6,125.0,2026-07-13T19:00:00
2026-07-13,GB,19:30 - 20:00,171.4,451.2,451.2,131.33,2026-07-13T19:30:00
2026-07-13,GB,20:00 - 20:30,252.6,438.3,438.3,140.44,2026-07-13T20:00:00
2026-07-13,GB,20:30 - 21:00,226.5,504.2,504.2,142.42,2026-07-13T20:30:00
2026-07-13,GB,21:00 - 21:30,312.1,595.8,595.8,145.68,2026-07-13T21:00:00
2026-07-13,GB,21:30 - 22:00,286.9,628.9,628.9,144.0,2026-07-13T21:30:00
2026-07-13,GB,22:00 - 22:30,215.7,683.8,683.8,135.87,2026-07-13T22:00:00
2026-07-13,GB,22:30 - 23:00,198.8,691.9,691.9,135.87,2026-07-13T22:30:00
2026-07-13,GB,23:00 - 23:30,241.0,684.6,684.6,132.0,2026-07-13T23:00:00
2026-07-13,GB,23:30 - 24:00,258.2,698.2,698.2,128.45,2026-07-13T23:30:00
