delivery_date,market_area,hours,Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),Price (€/MWh),period_start
2026-07-12,BE,12:00 - 12:15,2.5,11.9,11.9,-3.89,2026-07-12T12:00:00
2026-07-12,BE,12:15 - 12:30,2.5,11.9,11.9,-4.01,2026-07-12T12:15:00
2026-07-12,BE,12:30 - 12:45,2.6,11.7,11.7,-2.99,2026-07-12T12:30:00
2026-07-12,BE,12:45 - 13:00,2.5,11.9,11.9,-2.95,2026-07-12T12:45:00
2026-07-12,BE,13:00 - 13:15,2.5,3.4,3.4,-2.21,2026-07-12T13:00:00
2026-07-12,BE,13:15 - 13:30,2.5,3.2,3.2,-3.07,2026-07-12T13:15:00
2026-07-12,BE,13:30 - 13:45,2.5,2.2,2.5,-3.62,2026-07-12T13:30:00
2026-07-12,BE,13:45 - 14:00,2.5,2.2,2.5,-4.34,2026-07-12T13:45:00
2026-07-12,BE,14:00 - 14:15,3.0,0.3,3.0,-2.91,2026-07-12T14:00:00
2026-07-12,BE,14:15 - 14:30,3.0,0.3,3.0,-1.95,2026-07-12T14:15:00
2026-07-12,BE,14:30 - 14:45,3.0,0.3,3.0,-2.46,2026-07-12T14:30:00
2026-07-12,BE,14:45 - 15:00,3.1,0.0,3.1,-1.42,2026-07-12T14:45:00
2026-07-12,BE,15:00 - 15:15,2.6,0.0,2.6,0.0,2026-07-12T15:00:00
2026-07-12,BE,15:15 - 15:30,2.5,0.3,2.5,0.0,2026-07-12T15:15:00
2026-07-12,BE,15:30 - 15:45,2.5,0.1,2.5,0.0,2026-07-12T15:30:00
2026-07-12,BE,15:45 - 16:00,2.6,0.0,2.6,0.0,2026-07-12T15:45:00
2026-07-12,BE,16:00 - 16:15,2.5,0.3,2.5,0.0,2026-07-12T16:00:00
2026-07-12,BE,16:15 - 16:30,2.5,0.3,2.5,0.0,2026-07-12T16:15:00
2026-07-12,BE,16:30 - 16:45,2.5,0.3,2.5,1.0,2026-07-12T16:30:00
2026-07-12,BE,16:45 - 17:00,2.5,0.1,2.5,7.73,2026-07-12T16:45:00
2026-07-12,BE,17:00 - 17:15,2.5,0.3,2.5,2.0,2026-07-12T17:00:00
2026-07-12,BE,17:15 - 17:30,2.5,0.3,2.5,1.08,2026-07-12T17:15:00
2026-07-12,BE,17:30 - 17:45,2.5,0.1,2.5,1.0,2026-07-12T17:30:00
2026-07-12,BE,17:45 - 18:00,3.8,0.1,3.8,26.11,2026-07-12T17:45:00
2026-07-12,BE,18:00 - 18:15,2.5,0.4,2.5,45.5,2026-07-12T18:00:00
2026-07-12,BE,18:15 - 18:30,2.5,0.4,2.5,96.24,2026-07-12T18:15:00
2026-07-12,BE,18:30 - 18:45,2.5,1.3,2.5,114.04,2026-07-12T18:30:00
2026-07-12,BE,18:45 - 19:00,2.8,0.1,2.8,124.15,2026-07-12T18:45:00
2026-07-12,BE,19:00 - 19:15,2.5,0.6,2.5,119.96,2026-07-12T19:00:00
2026-07-12,BE,19:15 - 19:30,2.5,0.4,2.5,131.23,2026-07-12T19:15:00
2026-07-12,BE,19:30 - 19:45,2.6,0.2,2.6,143.14,2026-07-12T19:30:00
2026-07-12,BE,19:45 - 20:00,2.5,0.2,2.5,145.52,2026-07-12T19:45:00
2026-07-12,BE,20:00 - 20:15,2.6,0.3,2.6,136.84,2026-07-12T20:00:00
2026-07-12,BE,20:15 - 20:30,2.8,0.2,2.8,140.32,2026-07-12T20:15:00
2026-07-12,BE,20:30 - 20:45,2.6,0.2,2.6,144.01,2026-07-12T20:30:00
2026-07-12,BE,20:45 - 21:00,2.8,0.1,2.8,146.54,2026-07-12T20:45:00
2026-07-12,BE,21:00 - 21:15,3.5,0.3,3.5,143.98,2026-07-12T21:00:00
2026-07-12,BE,21:15 - 21:30,2.8,0.2,2.8,145.0,2026-07-12T21:15:00
2026-07-12,BE,21:30 - 21:45,2.8,0.2,2.8,145.93,2026-07-12T21:30:00
2026-07-12,BE,21:45 - 22:00,2.8,0.2,2.8,142.01,2026-07-12T21:45:00
2026-07-12,BE,22:00 - 22:15,2.8,0.1,2.8,145.2,2026-07-12T22:00:00
2026-07-12,BE,22:15 - 22:30,2.8,0.2,2.8,142.31,2026-07-12T22:15:00
2026-07-12,BE,22:30 - 22:45,2.8,0.1,2.8,141.77,2026-07-12T22:30:00
2026-07-12,BE,22:45 - 23:00,2.5,0.5,2.5,137.3,2026-07-12T22:45:00
2026-07-12,BE,23:00 - 23:15,2.6,1.6,2.6,141.36,2026-07-12T23:00:00
2026-07-12,BE,23:15 - 23:30,2.6,1.9,2.6,137.2,2026-07-12T23:15:00
2026-07-12,BE,23:30 - 23:45,2.5,2.1,2.5,136.99,2026-07-12T23:30:00
2026-07-12,BE,23:45 - 24:00,2.5,3.2,3.2,132.0,2026-07-12T23:45:00
